timestamp,label,score,layers,syn_count,pkt_count,byte_count,cookie,pid,comm
10:10:38,portscan,19.52,XT..,0,203,0,0,0,
10:10:38,portscan,17.00,XT..,0,23,0,0,0,
10:10:38,portscan,16.82,XT..,0,24,0,0,0,
10:10:38,portscan,19.31,XT..,0,205,0,0,0,
10:10:38,portscan,16.34,XT..,0,9,0,0,0,
10:10:38,portscan,16.45,XT..,0,25,0,0,0,
10:10:38,portscan,19.09,XT..,0,207,0,0,0,
10:10:38,portscan,19.02,XT..,0,209,0,0,0,
10:10:38,portscan,16.08,XT..,0,25,0,0,0,
10:10:38,portscan,18.90,XT..,0,211,0,0,0,
10:10:38,portscan,18.85,XT..,0,213,0,0,0,
10:10:39,portscan,18.78,XT..,0,215,0,0,0,
10:10:39,portscan,18.72,XT..,0,217,0,0,0,
10:10:39,portscan,10.53,XT..,0,25,0,0,0,
10:10:39,portscan,18.60,XT..,0,219,0,0,0,
10:10:39,portscan,18.55,XT..,0,221,0,0,0,
10:10:39,portscan,15.35,XT..,0,25,0,0,0,
10:10:39,portscan,18.44,XT..,0,223,0,0,0,
10:10:39,portscan,33.24,XT..,0,1,0,0,0,
10:10:40,portscan,15.50,XT..,0,26,0,0,0,
10:10:40,portscan,18.29,XT..,0,225,0,0,0,
10:10:40,portscan,30.31,XT..,0,1,0,0,0,
10:10:40,portscan,18.26,XT..,0,227,0,0,0,
10:10:40,portscan,18.18,XT..,0,229,0,0,0,
10:10:40,portscan,18.11,XT..,0,231,0,0,0,
10:10:40,portscan,18.03,XT..,0,233,0,0,0,
10:10:40,portscan,9.52,XT..,0,11,0,0,0,
10:10:40,portscan,28.15,XT..,0,1,0,0,0,
10:10:40,portscan,17.93,XT..,0,235,0,0,0,
10:10:40,portscan,10.08,XT..,0,27,0,0,0,
10:10:41,portscan,17.87,XT..,0,237,0,0,0,
10:10:41,portscan,17.78,XT..,0,239,0,0,0,
10:10:41,portscan,17.72,XT..,0,241,0,0,0,
10:10:41,portscan,14.41,XT..,0,26,0,0,0,
10:10:41,portscan,17.59,XT..,0,243,0,0,0,
10:10:41,portscan,17.57,XT..,0,245,0,0,0,
10:10:41,portscan,17.50,XT..,0,247,0,0,0,
10:10:41,portscan,31.06,XT..,0,2,0,0,0,
10:10:41,portscan,17.45,XT..,0,249,0,0,0,
10:10:42,portscan,17.40,XT..,0,251,0,0,0,
10:10:42,portscan,17.36,XT..,0,253,0,0,0,
10:10:42,portscan,17.28,XT..,0,255,0,0,0,
10:10:42,portscan,9.75,XT..,0,29,0,0,0,
10:10:42,portscan,17.23,XT..,0,258,0,0,0,
10:10:42,portscan,17.18,XT..,0,260,0,0,0,
10:10:42,portscan,17.14,XT..,0,262,0,0,0,
10:10:43,portscan,17.10,XT..,0,264,0,0,0,
10:10:43,portscan,17.04,XT..,0,266,0,0,0,
10:10:43,portscan,16.96,XT..,0,268,0,0,0,
10:10:43,portscan,16.93,XT..,0,270,0,0,0,
10:10:43,portscan,16.86,XT..,0,272,0,0,0,
10:10:49,synflood,2.77,XT..,0,61,0,0,0,
10:10:57,synflood,3.30,XT..,0,145,0,0,0,
10:11:04,synflood,3.34,XT..,0,82,0,0,0,
10:11:14,privesc_sim,3.07,XT..,0,92,0,0,0,
10:11:15,privesc_sim,7.39,XT..,0,5,0,0,0,
10:11:23,privesc_sim,3.17,XT..,0,184,0,0,0,
10:11:38,exfil_sim,1.61,XT..,0,15,0,0,0,
10:11:40,exfil_sim,4.68,.T..,0,0,0,0,0,
10:11:42,exfil_sim,4.66,.T..,0,0,0,0,0,
10:11:44,exfil_sim,4.66,.T..,0,0,0,0,0,
10:11:45,exfil_sim,3.20,XT..,0,177,0,0,0,
10:11:46,exfil_sim,4.66,.T..,0,0,0,0,0,
10:11:46,exfil_sim,5.34,XT..,0,14,0,0,0,
10:11:48,exfil_sim,4.69,.T..,0,0,0,0,0,
10:11:50,exfil_sim,4.70,.T..,0,0,0,0,0,
10:11:51,exfil_sim,3.13,XT..,0,254,0,0,0,
10:11:51,exfil_sim,4.64,.T..,0,0,0,0,0,
10:11:52,exfil_sim,4.55,.T..,0,0,0,0,0,
10:12:01,cryptomining_sim,2.97,XT..,0,89,0,0,0,
10:12:08,cryptomining_sim,3.13,XT..,0,183,0,0,0,
10:12:09,cryptomining_sim,7.64,.T..,0,0,0,0,0,
10:12:24,rootkit_sim,3.04,XT..,0,87,0,0,0,
10:12:31,rootkit_sim,3.12,XT..,0,174,0,0,0,
10:12:39,rootkit_sim,1.20,XT..,0,33,0,0,0,
